Column1,Numeric_Labels
छ,0
।,0
त्यस्तै,0
चाया,1
मुघल,2
ले,0
पनि,0
३,0
विकेट,0
लिन,0
४,0
ओभर,0
मा,0
२,0
मेडन,0
राख्दै,0
४,0
रन,0
खर्चिन्,0
।,0
तर,0
उस,0
ले,0
कृष्ण,1
का,0
कुहिरा,0
आँखा,0
बिर्से,0
की,0
थिइन,0
।,0
हामी,0
७,0
जना,0
केटाकेटी,0
कोही,0
धान,0
रोप्दारोप्दै,0
जमुना,0
को,0
बोट,0
मुनी,0
जन्मेका,0
",",0
कोही,0
मल,0
बोक्दा,0
बोक्दै,0
खसेका,0
",",0
कोही,0
गोठ,0
मा,0
गाइभैंसी,0
लाई,0
स्याहार्दा,0
त,0
कोही,0
जंगल,0
घाँस,0
लिन,0
जादाँ,0
फुत्केका,0
थियौं,0
रे,0
।,0
उमेर,0
सानै,0
भए,0
पनि,0
मिठो,0
स्वर,0
भएकी,0
समिक्षा,1
लाई,0
संगीतकार,0
बसन्त,1
सापकोटा,2
ले,0
काठमाडौं,5
ल्याएर,0
दोस्रो,0
गीत,0
रेकर्ड,0
गराएका,0
थिए,0
।,0
नेपाल,3
का,0
लागि,0
सोमपाल,1
कामी,2
ले,0
सर्वाधिक,0
३०,0
रन,0
बनाए,0
।,0
गोयन्का,3
इलेक्ट्रोनिक्स,4
चौथो,0
बर्ष,0
मा,0
प्रवेश,0
के,0
',0
रेस,0
',0
को,0
चौथो,0
सिक्वल,0
मा,0
फर्किएलान,0
सैफ,1
?,0
नेपाली,0
टोली,0
मंगलबार,0
युएई,3
प्रस्थान,0
गर्ने,0
कार्यक्रम,0
रहे,0
को,0
छ,0
।,0
प्रमुख,0
जिल्ला,0
अधि,0
कारी,0
राना,1
ले,0
मृतक,0
को,0
साथ,0
मा,0
कुनै,0
कागजात,0
",",0
मोबाइल,0
लगायतका,0
पहिचान,0
खुल्ने,0
कुनैपनि,0
सामान,0
फेला,0
नपरे,0
को,0
र,0
स्थानीय,0
ले,0
समेत,0
पहिचान,0
गर्न,0
नसकेको,0
ले,0
भारतीय,0
नागरिक,0
भएको,0
हुन,0
सक्ने,0
सेतोपाटी,3
लाई,0
जान,0
कारी,0
दिए,0
।,0
उता,0
",",0
विभाग,0
ले,0
मालिका,0
लाई,0
५,0
लाख,0
लाइसेन्स,0
छाप्न,0
पुस,0
२८,0
गते,0
सम्म,0
अर्थात,0
४५,0
दिन,0
को,0
स,0
मय,0
दिए,0
को,0
थियो,0
।,0
काठमाडौं,5
उपत्यका,6
भित्र,0
मेडिकल,0
कलेज,0
नखोल्ने,0
हाम्रो,0
सुझाव,0
थियो,0
।,0
३०,0
औं,0
ओभर,0
मा,0
आरिफ,1
२५,0
रन,0
को,0
व्यक्तिगत,0
स्कोर,0
मा,0
आउट,0
भए,0
पछि,0
नेपाल,3
थप,0
संकट,0
मा,0
पर्‍यो,0
।,0
भेनेजुएला,5
को,0
संसद,0
",",0
सेना,0
र,0
अदालत,0
सबै,0
विभाजित,0
भएको,0
ठानिए,0
को,0
छ,0
।,0
नेपाल,3
स्टक,4
एक्सचेञ्ज,4
का,0
अनुसार,0
आज,0
कूल,0
१५४,0
कम्पनी,0
को,0
सात,0
लाख,0
५१,0
हजार,0
४११,0
कित्ता,0
शेयर,0
२५,0
करोड,0
७६,0
लाख,0
सात,0
हजार,0
१६६,0
रुपैयाँ,0
मूल्य,0
मा,0
खरीद,0
बिक्री,0
भए,0
।,0
र,0
छोरा,0
छोरी,0
लाई,0
आफ्नो,0
दुई,0
छेउ,0
मा,0
टाँसेर,0
संगित,0
को,0
रियाज,0
गरिराख्ने,0
बिक्रम,0
सर,0
साधारण,0
अभिभावक,0
त,0
झन्,0
हुँदै,0
हैन,0
।,0
अन्तर्राष्ट्रिय,0
महिला,0
दिवस,0
को,0
अवसर,0
मा,0
प्रकाशित,0
नेपाल,0
भाषा,0
को,0
पत्रिका,0
मा,0
क,0
भर,0
भएका,0
महिला,0
लेखकका,0
माझ,0
मा,0
नारायणदेवी,1
(,0
दायाँ,0
),0
र,0
सोही,0
पत्रिका,0
को,0
भित्री,0
पाना,0
।,0
',0
भाउजू,0
",",0
दिलबहादुर,1
सँग,0
तपाईं,0
को,0
कुरा,0
भयो,0
भने,0
मेरो,0
यो,0
नम्बर,0
दिनू,0
",",0
',0
मै,0
ले,0
हिँड्ने,0
बेला,0
मा,0
भने,0
",",0
',0
जाँड,0
खाएर,0
त्यो,0
तपाईं,0
लाई,0
पिट्छ,0
रे,0
।,0
पछिल्लो,0
स,0
मय,0
चिठ्ठा,0
खेलाउन,0
खोज्दा,0
दुई-तीन,0
वर्ष,0
देखि,0
बिक्री,0
नभएर,0
अलपत्र,0
परेका,0
छन्,0
।,0
उन,0
ले,0
आयोवा,5
मा,0
आफ्ना,0
समर्थक,0
हरू,0
बिच,0
सम्बोधन,0
को,0
क्रम,0
मा,0
भने,0
की,0
छन्,0
।,0
पहिलो,0
",",0
पैसा,0
लगानी,0
गरेर,0
अरू,0
सेयरधनी,0
राख्न,0
नपाउने,0
।,0
निर्णय,0
भएको,0
४,0
दिन,0
पछि,0
शुक्रराज,1
शास्त्री,2
लाई,0
टेकु,5
मचली,5
मा,0
झुण्ड्याएर,0
",",0
७,0
दिन,0
पछि,0
धर्मभक्त,1
माथेमा,2
लाई,0
सिफल,0
उकालो,0
मा,0
झुण्ड्याएर,0
र,0
९,0
दिन,0
पछि,0
दशरथ,1
चन्द,2
र,0
गंगालाल,1
श्रेष्ठ,2
लाई,0
विष्णुमती,5
नदी,6
किनार,0
शोभा,5
भगवती,6
मा,0
गोली,0
हानी,0
हत्या,0
गरिए,0
को,0
थियो,0
।,0
सिने,0
मा,0
छाडे,0
पनि,0
सोनु,1
ले,0
निर्देशकका,0
रूपमा,0
कंगना,1
को,0
तारिफ,0
गरेका,0
छन्,0
।,0
उनी,0
भन्दा,0
अघि,0
श्रीलंका,5
का,0
स्पिनर,0
अजान्ता,1
मेन्डिस,2
छन्,0
।,0
यो,0
जित,0
सँगै,0
पाँचौ,0
स्थाना,0
उक्लिए,0
को,0
आर्सनल,3
तालिका,0
को,0
माथिल्लो,0
चार,0
स्थान,0
भित्र,0
रहेर,0
लिग,0
टुंग्याउँने,0
सम्भावना,0
काय,0
मै,0
राखेको,0
छ,0
।,0
त्रिभुवन,3
विश्वविद्यालय,4
ले,0
इतिहास,0
अध्ययन,0
गर्न,0
चाहने,0
विद्यार्थी,0
हरूका,0
लागि,0
छात्रवृत्ति,0
को,0
व्यवस्था,0
गर्ने,0
तयारी,0
गरे,0
को,0
छ,0
।,0
विष्ट,1
लाई,0
फेरि,0
बैंकक,5
जाने,0
प्रबन्ध,0
मिलाइदिनुपर्थ्यो,0
।,0
उनका,0
अनुसार,0
यो,0
व्यवस्था,0
जस्ता,0
को,0
तस्तै,0
पास,0
भए,0
झापा,5
को,0
बिएन्डसी,3
अस्पताल,4
ले,0
तत्काल,0
मेडिकल,0
कलेज,0
को,0
सम्बन्धन,0
पाउने,0
छ,0
।,0
फेसबुक,0
मा,0
दिलीप,1
क्षेत्री,2
खोजें,0
।,0
[,0
caption,0
id=,0
attachment_119859,0
align=,0
alignnone,0
width=,0
940,0
],0
तस्बिर:,0
नारायण,1
महर्जन,2
/,0
सेतोपाटी,3
[,0
/,0
caption,0
],0
उपचार,0
क्रम,0
मा,0
विदेश,0
लगेका,0
बेला,0
त्रिभुवन,1
को,0
निधन,0
भयो,0
।,0
उन,0
ले,0
म,0
लाई,0
सम्झाउन,0
थालिन्,0
",",0
‘,0
त्यस,0
मा,0
आमाबा,0
को,0
गल्ती,0
होइन,0
है,0
।,0
महिरसाला,1
अलि,2
(,0
ग्रीन,0
बुक,0
),0
नेपाल,3
चेम्बर,4
अफ,4
कमर्श,4
को,0
६८,0
औं,0
वार्षिक,0
साधारणसभा,0
लाई,0
सम्बोधन,0
गर्दै,0
ओली,1
ले,0
अहि,0
ले,0
नेपाल,5
प्रत्येक,0
दिन,0
एक,0
कदम,0
अघि,0
बढिरहे,0
को,0
बताए,0
।,0
कर्णाली,3
प्रदेश,4
सरकार,4
ले,0
स्वयंसेवक,0
परिचालन,0
गर्ने,0
भएको,0
छ,0
।,0
त्यहाँ,0
पुग्न,0
फेरि,0
बागमती,5
तर्नुपर्थ्यो,0
।,0
प्रत्यक्ष,0
प्रसारण,0
गरिरहेका,0
टेलिभिजन,0
निर्माता,0
ले,0
सो,0
गल्ती,0
औंल्याएका,0
थिए,0
।,0
अमेरिका,5
",",0
चीन,5
लगायत,0
अधिकांश,0
युरोपेली,0
मुलुक,0
ले,0
स्कु,0
ले,0
शिक्षा,0
मा,0
यस्तै,0
अवधारणा,0
लागू,0
गर्दै,0
आए,0
को,0
उन,0
ले,0
उदाहरण,0
दिए,0
।,0
तस्बिरः,0
तारादेवी,1
को,0
पारिवारिक,0
संकलन,0
क्यान्सर,0
रोग,0
को,0
शल्यक्रिया,0
",",0
किमोथेरापी,0
र,0
रेडियसन,0
थेरापी,0
सञ्चालनका,0
लागि,0
अमेरिका,5
स्थित,0
विनय,3
फाउण्डेश,4
न,0
सँग,0
केही,0
दिन,0
अघि,0
सम्झौता,0
समेत,0
भएको,0
छ,0
।,0
हरेक,0
ओभर,0
मा,0
विकेट,0
लिएका,0
सोमपाल,1
ले,0
५,0
ओभर,0
मा,0
एक,0
मेडन,0
सहित,0
१३,0
रन,0
खर्चिएर,0
४,0
विकेट,0
हात,0
पारेका,0
हुन्,0
।,0
यस,0
अघि,0
दुई,0
अन्तर्राष्ट्रिय,0
टी,0
ट्वान्टी,0
खेलेका,0
सन्दीप,1
विकेट,0
विहिन,0
थिए,0
।,0
धितोपत्र,3
बोर्ड,4
को,0
अग्रसरता,0
र,0
तदारुकता,0
बिना,0
नयाँ,0
वित्तीय,0
साधन,0
को,0
बजार,0
प्रवेश,0
सम्भव,0
नै,0
छैन,0
।,0
ओपिडि,0
सेवा,0
-,0
शिक्षण,3
अस्पताल,4
मा,0
पचास,0
।,0
घोडेपानी,5
पुग्नै,0
लाग्दा,0
म,0
निक्,0
कै,0
उत्साहित,0
भएर,0
बाटो,0
छेउ,0
को,0
रुख,0
तिर,0
दगुँरे,0
",",0
मेरा,0
साथी,0
हरु,0
र,0
चिनियाँ,0
पर्यटक,0
पनि,0
आईपुगे,0
।,0
नेपाल,3
का,0
लागि,0
सोमपाल,1
कामी,2
ले,0
दोस्रो,0
सफलता,0
दिलाएका,0
हुन्,0
।,0
म,0
मेदान्ता,3
पछाडि,0
को,0
बस्ती,0
मा,0
ललित,0
जीको,0
होटल,0
मा,0
बस्छु,0
।,0
मन्त्रालय,0
स्रोतका,0
अनुसार,0
मन्त्री,0
यादव,1
र,0
सचिव,0
झा,1
बीच,0
परियोजनाका,0
लागि,0
छुट्याइए,0
को,0
रकम,0
लेनदेन,0
को,0
विषय,0
मा,0
कुरा,0
नमिल्दा,0
दुबै,0
बीच,0
पटक,0
/,0
पटक,0
टकराव,0
समेत,0
भएको,0
थियो,0
तर,0
सचिव,0
झा,1
ले,0
मन्त्री,0
को,0
कुरा,0
नै,0
पूर्ण,0
रूपले,0
नकारे,0
पछि,0
यो,0
घटना,0
हुन,0
पुगे,0
को,0
हो,0
।,0
शाह,1
ले,0
यस,0
अघि,0
दुई,0
पटक,0
हृदयाघात,0
को,0
सामना,0
गरि,0
सकेका,0
छन्,0
।,0
त्यो,0
बेला,0
काठमाडौं,5
भरि,0
पूर्व-पश्चिम,0
मा,0
१८,0
जना,0
मात्र,0
कप्तान,0
थिए,0
रे,0
।,0
श्रम,0
",",0
रोजगार,0
तथा,0
सामाजिक,0
सुरक्षामन्त्री,0
गोकर्ण,1
विष्ट,2
ले,0
मन्त्रालय,0
को,0
जिम्मे,0
वारी,0
सम्हालेलगत्तै,0
वैदेशिक,0
रोजगारी,0
सँग,0
सम्बन्धित,0
सेवा,0
लाई,0
विकेन्द्रित,0
गर्ने,0
घोषणा,0
गरेका,0
थिए,0
।,0
त्यो,0
चिया,0
यति,0
प्रख्यात,0
भएछ,0
",",0
अरू,0
मानिस,0
पनि,0
त्यो,0
बाटो,0
हिँड्दा,0
उनीकहीँ,0
चिया,0
खान,0
थालेछन्,0
।,0
उन,0
कै,0
निर्देशन,0
अनुसार,0
आगामी,0
माघ,0
२३,0
गते,0
देखि,0
महायज्ञ,0
लगाउने,0
तयारी,0
भइरहे,0
को,0
कैलाश,3
धाम,4
मन्दिर,4
व्यवस्थापन,4
समिति,4
का,0
उपाध्यक्ष,0
भरतकुमार,1
देवकोटा,2
ले,0
जान,0
कारी,0
दिए,0
।,0
एनसेल,3
ले,0
४००,0
भन्दा,0
बढी,0
महिला,0
हरुलाई,0
आफ्नो,0
रिचार्ज,0
कार्ड,0
को,0
खुद्रा,0
बिक्रेता,0
बन्ने,0
अवसर,0
प्रदान,0
गर्न,0
बेलायत,3
सरकार,4
को,0
सहयोग,0
मा,0
कार्यान्वयन,0
भएको,0
ग्रामीण,0
पहुँच,0
कार्यक्रम,0
कनेक्ट,0
सँग,0
सम्झौता,0
गरे,0
को,0
छ,0
।,0
न्यायसेवा,3
आयोग,4
ले,0
सर्वोच्च,3
अदालत,4
को,0
मुख्य,0
रजिष्ट्रार,0
पद,0
मा,0
सचिव,0
नृपध्वज,1
निरौला,2
लाई,0
नि,0
युक्त,0
गर्न,0
सिफारिस,0
गरे,0
को,0
छ,0
।,0
",",0
तत्काल,0
राजीना,0
मा,0
दिनुपर्‍यो,0
भन्ने,0
?,0
मेरो,0
नाम,0
बलराम,1
गिरी,2
हो,0
।,0
वैदेशिक,0
रोजगारी,0
मा,0
जानका,0
लागि,0
श्रम,0
स्वीकृति,0
लिने,0
व्यवस्था,0
ए,0
कै,0
ठाउँ,0
बाट,0
मात्र,0
हुँदा,0
सेवाग्राही,0
ले,0
नि,0
कै,0
झन्झट,0
व्यहोर्नु,0
परिरहे,0
को,0
थियो,0
।,0
घटना,0
भएको,0
तीन,0
दिन,0
भइसक्दा,0
पनि,0
अपराधी,0
पक्राउ,0
गर्न,0
न,0
सकेको,0
भन्दै,0
स्थानीय,0
ले,0
बर्दिबास-जलेश्वर,5
सडक,0
मा,0
स,0
वारी,0
आवागमन,0
अवरुद्ध,0
पारी,0
आन्दोलन,0
गरेका,0
थिए,0
।,0
नजिकै,0
को,0
म्यानमार,5
मा,0
जारी,0
रोहिंग्या,0
समस्या,0
",",0
दशक,0
देखि,0
चलिरहे,0
को,0
सिरिया,5
र,0
यमन,5
का,0
गृहयुद्ध,0
लगायत,0
थुप्रै,0
विश्व,0
घटना,0
बारे,0
नेपाल,5
ले,0
कसै,0
को,0
पक्ष,0
लिएन,0
।,0
एउटा,0
सग्लो,0
मान्छे,0
",",0
सरकार,0
ले,0
२०४७,0
यता,0
२४,0
सर,0
कारी,0
संस्थान,0
निजीकरण,0
गरि,0
सकेको,0
छ,0
।,0
हर्कुलस,1
बस्नेत,2
र,0
प्रविशा,1
अधिकारी,2
को,0
स्वर,0
रहे,0
को,0
‘,0
मान्न,0
चाहन्नँ,0
.,0
.,0
.,0
’,0
मा,0
शब्द,0
तथा,0
संगीत,0
हर्कुलस,1
को,0
हो,0
।,0
तपाईँ,0
को,0
माइन्सेट,0
परिवर्तन,0
भएको,0
छैन,0
।,0
आफ्ना,0
नेता,0
गिरिजा,1
र,0
सुशील,1
को,0
नाम,0
सँग,0
सरकार,0
ले,0
अनावश्यक,0
‘,0
इगो,0
’,0
लिएर,0
अस्पताल,0
विघटन,0
गर्न,0
खोजे,0
को,0
कांग्रेस,0
को,0
ठम्याइ,0
छ,0
।,0
यद्यपि,0
यसै,0
क्षेत्र,0
बाट,0
सन्,0
२००८,0
को,0
वित्तीय,0
संकट,0
उत्पन्न,0
भएको,0
हो,0
।,0
एपिएफ,3
ले,0
२५,0
–,0
८,0
",",0
१८,0
–,0
२५,0
र,0
२५,0
–,0
१७,0
र,0
२५,0
–,0
१७,0
को,0
सेट,0
मा,0
पराजित,0
गर्दै,0
नगद,0
३,0
लाख,0
५०,0
हजार,0
रुपैयाँ,0
सहित,0
",",0
मेडल,0
ट्रफी,0
र,0
प्रमाणपत्र,0
प्राप्त,0
गर्‍यो,0
।,0
केसी,1
पन्ध्रौं,0
अनसन,0
बस्न,0
जुम्ला,5
पुगेका,0
थिए,0
।,0
पुस,0
१६,0
गते,0
पानीजहाज,0
चल्ने,0
नभए,0
पछि,0
सामाजिक,0
सञ्जाल,0
र,0
सञ्चारमाध्यम,0
मा,0
व्यंग,0
र,0
आलोचना,0
गरिए,0
को,0
थियो,0
।,0
सरकार,0
ले,0
डा.,0
गोविन्द,1
केसी,2
सँग,0
गरे,0
को,0
सम्झौताविपरीतका,0
प्रावधान,0
थपेर,0
ल्याइए,0
को,0
उक्त,0
विधेयक,0
दुई,0
वटा,0
बैठक,0
बाट,0
पनि,0
पेस,0
गर्न,0
नसके,0
पछि,0
सभामुख,0
महरा,1
ले,0
तेस्रो,0
बैठक,0
डाकेका,0
थिए,0
।,0
सोही,0
छलफल,0
को,0
आधार,0
मा,0
सो,0
विधेयक,0
पारित,0
गरी,0
संघीय,0
संसद,0
को,0
‘,0
फुल,0
हाउस,0
’,0
मा,0
पेश,0
गर्ने,0
पनि,0
समिति,0
की,0
सभापति,0
श्रेष्ठ,1
ले,0
बताइन्,0
।,0
आफ्नो,0
माग,0
बमोजिम,0
चिकित्सा,0
शिक्षा,0
विधेयक,0
अघि,0
बढाउन,0
केसी,1
ले,0
माग,0
गरिरहेका,0
छन्,0
।,0
एउटै,0
विभाग,0
बाट,0
विभिन्न,0
रोग,0
को,0
विशेषज्ञ,0
सेवा,0
तथा,0
शिक्षा,0
प्रदान,0
गर्न,0
असहज,0
भए,0
पछि,0
मुटु,0
",",0
फोक्सो,0
",",0
पेट,0
सम्बन्धी,0
छुट्टै,0
विभाग,0
बनाइए,0
को,0
प्रतिष्ठानका,0
अस्पताल,0
निर्देशक,0
डा,0
गौरीशङ्कर,1
साह,2
ले,0
जान,0
कारी,0
दिए,0
।,0
किनकि,0
",",0
मतदाता,0
ले,0
एडम,1
स्मिथ,2
को,0
',0
अदृश्य,0
हात,0
',0
देख्न,0
सक्दैनन्,0
।,0
सर्वोच्च,3
अदालत,4
को,0
रजिष्ट्रार,0
को,0
नियुक्ति,0
मन्त्रिपरिषद,0
ले,0
गर्छ,0
।,0
तस्कर,0
हरूले,0
गुण्डा,0
को,0
प्रयोग,0
गरी,0
स्थानीय,0
लाई,0
धम्काउँदै,0
जबरजस्ती,0
बालुवा,0
गिट्टी,0
को,0
चोरी,0
तस्करी,0
गर्ने,0
गरे,0
को,0
उन,0
ले,0
बताए,0
।,0
त्यसै,0
गरी,0
आर्थिक,0
वर्ष,0
२०७३,0
/,0
७४,0
को,0
पहिलो,0
५,0
महिना,0
मा,0
४०,0
अर्ब,0
८८,0
करोड,0
३८,0
लाख,0
६५,0
हजार,0
को,0
र,0
आर्थिक,0
वर्ष,0
२०७२,0
/,0
७३,0
को,0
यही,0
अवधि,0
मा,0
१२,0
अर्व,0
७६,0
करोड,0
९९,0
लाख,0
२८,0
हजार,0
को,0
स,0
वारी,0
साधन,0
तथा,0
पाटपूर्जा,0
आयात,0
भएको,0
भन्सार,0
विभाग,0
को,0
तथ्याङ्क,0
मा,0
उल्लेख,0
छ,0
।,0
ठीक,0
३,0
वर्ष,0
अघि,0
१,0
खर्ब,0
बढी,0
बचत,0
मा,0
रहे,0
को,0
शोधनान्तर,0
पछिल्ला,0
महिना,0
मा,0
घाटा,0
मा,0
जान,0
थाले,0
को,0
छ,0
।,0
यस,0
अघि,0
नेपाल,5
बाट,0
गुरूङ,1
कलाकार,0
आउने,0
भए,0
पनि,0
यसपाली,0
स्थानीय,0
कलाकार,0
को,0
मात्रै,0
प्रस्तूती,0
थियो,0
।,0
न्याय,0
परिषद्,0
ले,0
गत,0
साता,0
विराटनगर,5
मा,0
गरे,0
को,0
शूक्ष्म,0
निरीक्षण,0
पछि,0
सर्वोच्च,0
ले,0
उनी,0
हरुलाई,0
सरूवा,0
गरे,0
को,0
हो,0
।,0
यात्रा,0
लगभग,0
३६,0
किमि,0
दुरी,0
करिब,0
साढे,0
४,0
घण्टा,0
मा,0
पार,0
गर्न,0
सकिन्छ,0
।,0
यति,0
पुरानो,0
मित्र,0
र,0
महत्व,0
पूर्ण,0
विकास,0
साझेदारविरूद्ध,0
नेपाल,5
अनावश्यक,0
विषय,0
मा,0
किन,0
बोल्यो,0
भन्ने,0
प्रश्न,0
उठे,0
को,0
छ,0
।,0
०३,0
),0
रानीपोखरी,5
पुनर्निर्माण,0
को,0
लागि,0
१७,0
करोड,0
छुट्याइए,0
को,0
छ,0
भने,0
रानीवारी,5
विकास,0
को,0
लागि,0
३,0
करोड,0
छुट्याइए,0
को,0
छ,0
।,0
उनी,0
हरूले,0
हस्तान्तरण,0
को,0
प्रक्रिया,0
अघि,0
बढाउँदा,0
संस्थागत,0
सुधारका,0
लागि,0
आवश्यक,0
बजेट,0
को,0
व्यवस्था,0
गरिदिन,0
संघीय,0
सरकार,0
लाई,0
आग्रह,0
गरे,0
।,0
यो,0
बुझ्नै,0
नसकिने,0
कुरा,0
हो,0
।,0
नेपाल,5
मा,0
सबै,0
किसिमका,0
तेल,0
को,0
उत्पादन,0
हुने,0
वैज्ञानिक,0
अनुसन्धान,0
ले,0
देखाए,0
पनि,0
कृषिजन्य,0
वस्तु,0
को,0
आयात,0
को,0
अग्रणी,0
स्थान,0
मा,0
तेल,0
रहे,0
को,0
मन्त्रालय,0
को,0
तथ्याङ्क,0
छ,0
।,0
सरकार,0
ले,0
विसं,0
२०७३,0
भदौ,0
२,0
३,0
मा,0
आयोगका,0
अध्यक्ष,0
मा,0
पूर्वसचिव,0
डा.,0
लवदेव,1
अवस्थी,2
लाई,0
नि,0
युक्त,0
गरे,0
पनि,0
सदस्य,0
हरू,0
हाल,0
सम्म,0
नि,0
युक्त,0
हुन,0
सकेको,0
छैन,0
।,0
करिब,0
८५,0
वर्ष,0
पुग्न,0
लागे,0
की,0
ती,0
हजुरआ,0
मा,0
हुन्,0
",",0
नारायणदेवी,1
श्रेष्ठ,2
।,0
अन्तर्राष्ट्रिय,0
टी,0
-,0
२०,0
क्रिकेट,0
लिग,0
मा,0
व्यस्त,0
रहेका,0
नेपाली,0
युवा,0
लेग,0
स्पिनर,0
सन्दीप,1
लामिछाने,2
अष्ट्रेलिया,5
को,0
बिग,0
ब्यास,0
लिग,0
बीच,0
मै,0
छाडेर,0
बंगलादेश,5
आएका,0
छन्,0
।,0
पशुपतिनाथ,5
का,0
दर्शनार्थी,0
गोकर्णेश्वर,5
मा,0
लगिने,0
जती,0
पटक,0
हिँडे,0
पनी,0
नअघाउने,0
यो,0
पदमार्ग,0
मा,0
हरेक,0
पटक,0
फरक,0
नयाँ,0
केही,0
देखिन्छ,0
भेटिन्छ,0
।,0
त्यस,0
माथि,0
ट्रंप,1
हरेक,0
कुरा,0
लाई,0
अत्यन्त,0
व्यक्तिगत,0
रूपमा,0
लिने,0
गर्छन्,0
।,0
गिरिजाबाबु,1
हाम्रो,0
नेता,0
हो,0
।,0
३,0
.,0
लगानी,0
सम्मेलन,0
",",0
२०१९,0
गर्न,0
आवश्यक,0
बजेट,0
को,0
व्यवस्था,0
गर्ने,0
निर्णय,0
गरिए,0
को,0
छ,0
।,0
सन्,0
२०१८,0
मा,0
सलाह,1
ले,0
देश,0
र,0
क्लब,0
मा,0
गरे,0
को,0
प्रदर्शन,0
लाई,0
आधार,0
मान्दै,0
अवार्ड,0
हात,0
पारेका,0
हुन्,0
।,0
क्रिस्टीना,1
नीना,2
बारेट,2
र,0
इन्टन,1
जाफर,2
ले,0
समान,0
४,0
रन,0
बटुलेका,0
थिए,0
।,0
बैंक,0
को,0
आधार,0
व्याजदर,0
मा,0
२,0
जोडेर,0
पर्न,0
आउने,0
व्याज,0
मा,0
सरकार,0
ले,0
५,0
प्रतिशत,0
तिरिदिन्छ,0
।,0
कृष्णकुमारी,1
",",0
आफ्नी,0
पनातिनी,0
कश्वी,1
घिमिरे,2
सँग,0
।,0
त्यहाँ,0
अन्य,0
केही,0
विधार्थी,0
चित्र,0
बनाइरहेका,0
थिए,0
।,0
नेपाल,3
का,0
लागि,0
रोमा,1
थापा,2
ले,0
सर्वाधिक,0
२०,0
रन,0
बनाउँदा,0
ओपनर,0
सिता,1
रानामगर,2
१५,0
रन,0
जोडिन्,0
।,0
बेलायत,5
-,0
फ्रि,3
स्फोर्टस्,4
कान्तिभैरव,3
गुरुकुल,4
व्यवस्थापन,4
समिति,4
का,0
अध्यक्ष,0
प्राडा,0
ऋषिराम,1
पोखरे,2
ल,0
ले,0
स्कन्द,0
पुराण,0
को,0
हिमवत्खण्ड,0
नेपाल,5
माहात्म्य,0
मा,0
उल्लेख,0
भएअनुसार,0
को,0
महत्व,0
झल्काउन,0
गोकर्णेश्वर,5
उत्तरगया,6
क्षेत्र,0
को,0
विकासका,0
लागि,0
बृहत्,0
गुरुयोजना,0
बनाएर,0
काम,0
गर्न,0
माग,0
गरे,0
।,0
भौगोलिक,0
अवस्थितिका,0
हिसाब,0
ले,0
यो,0
काठमाडौं,5
भन्दा,0
उत्तर,0
तिरका,0
हिमश्रृंखला,0
नियाल्न,0
चिसापानी,5
र,0
ककनी,5
को,0
बीचमा,0
पर्ने,0
स्थान,0
रहेछ,0
।,0
सपथ,0
लिए,0
पनि,0
सांसद,0
चौधरी,1
संसद,0
बैठक,0
जाने,0
छैनन्,0
।,0
टीकापुर,3
नगरपालिका,4
",",0
लम्कीचुहा,3
नगरपालिका,4
र,0
जानकी,3
गाउँपालिका,4
ले,0
सार्वजनिक,0
बिदा,0
दिएका,0
हुन्,0
।,0
यस्तै,0
",",0
नेपाल,5
का,0
अधिकांश,0
जिल्ला,0
बाट,0
तीर्थयात्री,0
माइमेला,0
मा,0
आएर,0
मकर,0
नुहाउने,0
गरे,0
को,0
स्थानीयवासी,0
ले,0
बताउँछन्,0
।,0
त्यही,0
आवाज,0
ले,0
उन,0
की,0
छोरी,0
नर्स,0
हुन्,0
सकिन्,0
",",0
‘,0
महिना,0
वारी,0
प्राकृतिक,0
कुरा,0
हो,0
’,0
भनेर,0
बुझाउन,0
सकिन्,0
।,0
गाउँले,0
हरू,0
धामी,0
नजिक,0
आउँथे,0
।,0
के,0
तपाईं,0
ले,0
अल्पसङ्ख्यक,0
हरूप्रति,0
भएको,0
अन्याय,0
र,0
अत्याचार,0
को,0
कुरा,0
भन्नु,0
भएको,0
हो,0
?,0
न्यौपाने,1
र,0
सूर्यबहादुर,1
केसी,2
एका,0
तिर,0
र,0
हरिप्रसाद,1
पाण्डे,2
तथा,0
दिपक,1
भट्टराई,2
गरी,0
दुई,0
समूह,0
मा,0
सञ्चालक,0
समिति,0
हरू,0
कायम,0
रहेका,0
छन्,0
।,0
आईसीसी,3
अवार्ड,0
मा,0
कोहली,1
को,0
कीर्तिमान,0
कार्की,1
का,0
अनुसार,0
ईलाका,3
प्रहरी,4
कार्यालय,4
बर्दिवास,4
का,0
प्रहरी,0
नायव,0
उपरीक्षक,0
नकुल,1
पोखरेल,2
",",0
जिल्ला,3
प्रहरी,4
कार्यालय,4
महोत्तरी,4
का,0
प्रहरी,0
नायव,0
उपरीक्षक,0
खगेन्द्र,1
बहादर,2
खडका,2
र,0
ईलाका,3
प्रहरी,4
कार्यालय,4
गौशाला,4
का,0
प्रहरी,0
निरीक्षक,0
भोला,1
भट्ट,2
को,0
कमाण्ड,0
मा,0
१,0
सय,0
भन्दा,0
बढी,0
प्रहरी,0
परिचालन,0
गरिए,0
को,0
छ,0
।,0
(,0
रासस,3
/,0
एएफपी,3
),0
सरकार,0
ले,0
आधिकारिक,0
